round,grade,matchup,opposition,batting_team,batsman_name,runs,balls,fours,sixes,how_out
8,3rd,ST vs MEL,MEL,ST,Adam Fox,24,20,3,1,st: M Gome b: W Waters
8,3rd,ST vs MEL,MEL,ST,Dan Meddings,15,16,1,0,c: H Takkar b: J Stevenson
8,3rd,ST vs MEL,MEL,ST,Will Ashton,35,27,2,0,"run out (W Waters, M Gome)"
8,3rd,ST vs MEL,MEL,ST,Gurbir Singh,14,7,1,1,"run out (C Hastings, M Gome)"
8,3rd,ST vs MEL,MEL,ST,Will Hamilton,1,4,0,0,not out
8,3rd,ST vs MEL,MEL,ST,Walter Jackson,2,2,0,0,not out
8,3rd,ST vs MEL,MEL,ST,Dinuk de Silva,,,,,did not bat
8,3rd,ST vs MEL,MEL,ST,Aga Danish Hussain,,,,,did not bat
8,3rd,ST vs MEL,MEL,ST,Yuvraj Lidder,,,,,did not bat
8,3rd,ST vs MEL,ST,MEL,Connor Hastings,7,8,1,0,c: Y Lidder b: A Hussain
8,3rd,ST vs MEL,ST,MEL,Lucien Bienvenu,37,29,1,2,c: T Deighton b: Y Lidder
8,3rd,ST vs MEL,ST,MEL,Hugo Bienvenu,40,34,5,0,b: D de Silva
8,3rd,ST vs MEL,ST,MEL,Andrew Young,38,25,7,0,not out
8,3rd,ST vs MEL,ST,MEL,Matthew Gome,10,7,2,0,c: W Ashton b: B Smith
8,3rd,ST vs MEL,ST,MEL,Harshit Takkar,1,2,0,0,b: Y Lidder
8,3rd,ST vs MEL,ST,MEL,Toby Rawlings,24,13,4,0,not out
8,3rd,ST vs MEL,ST,MEL,Alex Ingpen,,,,,did not bat
8,3rd,ST vs MEL,ST,MEL,Hunter Kremer-Slevin,,,,,did not bat
8,3rd,ST vs MEL,ST,MEL,Brodie O'Donnell,,,,,did not bat
8,3rd,ST vs MEL,ST,MEL,Jacob Stevenson,,,,,did not bat
8,3rd,ST vs MEL,ST,MEL,Will Waters,,,,,did not bat
8,3rd,CAR vs CAS,CAS,CAR,Izan Shaikh,76,46,7,3,c: A D'souza b: R Wickramasurendra
8,3rd,CAR vs CAS,CAS,CAR,Nicanor Martel,39,36,2,2,c: M Blanch b: N Avari
8,3rd,CAR vs CAS,CAS,CAR,Jack Atkinson,13,19,0,0,c: N Avari b: M Blanch
8,3rd,CAR vs CAS,CAS,CAR,James Pettitt,6,10,0,0,b: M Blanch
8,3rd,CAR vs CAS,CAS,CAR,Garry Bhour,10,6,1,0,not out
8,3rd,CAR vs CAS,CAS,CAR,Jack Campbell,1,2,0,0,b: R Mathew
8,3rd,CAR vs CAS,CAS,CAR,Vincent Bush,1,1,0,0,not out
8,3rd,CAR vs CAS,CAS,CAR,Jack Beer,,,,,did not bat
8,3rd,CAR vs CAS,CAS,CAR,Leo Dench,,,,,did not bat
8,3rd,CAR vs CAS,CAS,CAR,Rory Edwards,,,,,did not bat
8,3rd,CAR vs CAS,CAS,CAR,Todd Marchant,,,,,did not bat
8,3rd,CAR vs CAS,CAS,CAR,Kanhai Patel,,,,,did not bat
8,3rd,CAR vs CAS,CAR,CAS,Max Heffernan,10,9,0,1,c: R Edwards b: T Marchant
8,3rd,CAR vs CAS,CAR,CAS,Ahmed Raza,19,23,1,0,c: R Edwards b: G Bhour
8,3rd,CAR vs CAS,CAR,CAS,Aaron Blanch,11,12,1,0,c: T Marchant b: K Patel
8,3rd,CAR vs CAS,CAR,CAS,William Halton,52,36,6,1,not out
8,3rd,CAR vs CAS,CAR,CAS,Siddharth Neelakantan,5,14,0,0,lbw: G Bhour
8,3rd,CAR vs CAS,CAR,CAS,Aaron D'souza,1,2,0,0,c: K Patel b: J Beer
8,3rd,CAR vs CAS,CAR,CAS,Enrique Sidhu,18,16,0,1,c: L Dench b: V Bush
8,3rd,CAR vs CAS,CAR,CAS,Neville Avari,9,8,1,0,c: K Patel b: T Marchant
8,3rd,CAR vs CAS,CAR,CAS,Tristan Booth,2,1,0,0,not out
8,3rd,CAR vs CAS,CAR,CAS,Matthew Blanch,,,,,did not bat
8,3rd,CAR vs CAS,CAR,CAS,Rohan Mathew,,,,,did not bat
8,3rd,CAR vs CAS,CAR,CAS,Rison Wickramasurendra,,,,,did not bat
8,3rd,RIC vs DAN,DAN,RIC,Joshua Richardson,,2,0,0,c: N Thurgood b: R Bharadwaj
8,3rd,RIC vs DAN,DAN,RIC,Hugh Lynch,39,48,2,0,b: N Giove
8,3rd,RIC vs DAN,DAN,RIC,Lachlan Giblett,2,5,0,0,b: R Chandel
8,3rd,RIC vs DAN,DAN,RIC,Ethan Loy-Abrahams,5,4,1,0,c: A Mohan b: R Chandel
8,3rd,RIC vs DAN,DAN,RIC,Charlie Morris,3,4,0,0,run out (N Thurgood)
8,3rd,RIC vs DAN,DAN,RIC,Chris Hall,30,28,4,0,c: N Thurgood b: T Perera
8,3rd,RIC vs DAN,DAN,RIC,Tom Cashman,21,22,0,1,b: A Sharma
8,3rd,RIC vs DAN,DAN,RIC,Ethan Kolaritsch,12,6,0,1,not out
8,3rd,RIC vs DAN,DAN,RIC,Ethan Lovell,3,3,0,0,not out
8,3rd,RIC vs DAN,DAN,RIC,Jackson Reed,,,,,did not bat
8,3rd,RIC vs DAN,DAN,RIC,Charlie Wigney,,,,,did not bat
8,3rd,RIC vs DAN,RIC,DAN,Aryan Mohan,16,8,4,0,c: C Hall b: E Lovell
8,3rd,RIC vs DAN,RIC,DAN,Jett Kelly,12,17,0,0,retired not out
8,3rd,RIC vs DAN,RIC,DAN,Liam Antonello,13,13,1,0,c: L Giblett b: E Kolaritsch
8,3rd,RIC vs DAN,RIC,DAN,Shehzad Singh,46,38,4,2,c: J Reed b: E Lovell
8,3rd,RIC vs DAN,RIC,DAN,Nisith Amarasinghe,23,29,2,0,c: E Kolaritsch b: E Loy-Abrahams
8,3rd,RIC vs DAN,RIC,DAN,Nathan Giove,11,11,1,0,not out
8,3rd,RIC vs DAN,RIC,DAN,Advit Sharma,3,2,0,0,not out
8,3rd,RIC vs DAN,RIC,DAN,Rikhil Bharadwaj,,,,,did not bat
8,3rd,RIC vs DAN,RIC,DAN,Rohan Chandel,,,,,did not bat
8,3rd,RIC vs DAN,RIC,DAN,Thenuka Perera,,,,,did not bat
8,3rd,RIC vs DAN,RIC,DAN,Nick Thurgood,,,,,did not bat
8,3rd,MEL vs KIN,KIN,MEL,Yuvraj Sharma,21,22,3,0,c: J McKenzie b: K Katta
8,3rd,MEL vs KIN,KIN,MEL,Max Parrott,28,23,1,2,c: R Chapalamadugu b: A Jain
8,3rd,MEL vs KIN,KIN,MEL,Kyle Parrott,20,15,1,1,c: M Singh b: K Katta
8,3rd,MEL vs KIN,KIN,MEL,Brendan Reddell,6,9,0,0,run out (A Jain)
8,3rd,MEL vs KIN,KIN,MEL,Sam Anderson,21,20,1,0,b: G Kaushik
8,3rd,MEL vs KIN,KIN,MEL,Charlie Wolf,38,23,5,0,not out
8,3rd,MEL vs KIN,KIN,MEL,Samuel Field,14,8,0,1,not out
8,3rd,MEL vs KIN,KIN,MEL,Thomas Cesaro,,,,,did not bat
8,3rd,MEL vs KIN,KIN,MEL,Josh Finkelstein,,,,,did not bat
8,3rd,MEL vs KIN,KIN,MEL,Fletcher Good,,,,,did not bat
8,3rd,MEL vs KIN,KIN,MEL,Tom Reid,,,,,did not bat
8,3rd,MEL vs KIN,KIN,MEL,Kyle Williamson,,,,,did not bat
8,3rd,MEL vs KIN,KIN,MEL,Nicholas Xavier,,,,,did not bat
8,3rd,MEL vs KIN,MEL,KIN,Rohith Chapalamadugu,33,31,4,1,c: B Reddell b: F Good
8,3rd,MEL vs KIN,MEL,KIN,Abhishek Jain,5,6,1,0,b: T Cesaro
8,3rd,MEL vs KIN,MEL,KIN,Roshan Gunatilake,30,35,0,1,c: K Parrott b: S Field
8,3rd,MEL vs KIN,MEL,KIN,Manpreet Singh,,2,0,0,c: M Parrott b: F Good
8,3rd,MEL vs KIN,MEL,KIN,Jock McKenzie,30,26,1,1,lbw: K Williamson
8,3rd,MEL vs KIN,MEL,KIN,Mohamed Vailisseri,6,6,1,0,lbw: T Cesaro
8,3rd,MEL vs KIN,MEL,KIN,Kovid Katta,1,3,0,0,b: J Finkelstein
8,3rd,MEL vs KIN,MEL,KIN,Arunkarthik Mannarsamy,6,6,1,0,st: M Parrott b: K Williamson
8,3rd,MEL vs KIN,MEL,KIN,Arish Surani,4,5,0,0,not out
8,3rd,MEL vs KIN,MEL,KIN,Anurag Thakur,5,4,1,0,not out
8,3rd,MEL vs KIN,MEL,KIN,Gurdarshan Kaushik,,,,,did not bat
8,3rd,MEL vs KIN,MEL,KIN,Bradley Stow,,,,,did not bat
8,3rd,CAM vs ESS,ESS,CAM,Lucas Smith,19,20,2,0,lbw: A Cornish
8,3rd,CAM vs ESS,ESS,CAM,Jack Di Stefano,39,46,1,1,c: Z Beniwal b: A Cornish
8,3rd,CAM vs ESS,ESS,CAM,Charlie Grummitt,44,41,2,0,not out
8,3rd,CAM vs ESS,ESS,CAM,Ed Winneke,11,14,0,0,not out
8,3rd,CAM vs ESS,ESS,CAM,Yuvin De Silva,,,,,did not bat
8,3rd,CAM vs ESS,ESS,CAM,Christopher Gorman,,,,,did not bat
8,3rd,CAM vs ESS,ESS,CAM,James Jarrett,,,,,did not bat
8,3rd,CAM vs ESS,ESS,CAM,Lucas Jones,,,,,did not bat
8,3rd,CAM vs ESS,ESS,CAM,Andrew Procopiou,,,,,did not bat
8,3rd,CAM vs ESS,ESS,CAM,Adam Rixon,,,,,did not bat
8,3rd,CAM vs ESS,ESS,CAM,Anthony Stubbs,,,,,did not bat
8,3rd,CAM vs ESS,ESS,CAM,Thomas Vanderslik,,,,,did not bat
8,3rd,CAM vs ESS,CAM,ESS,Heath doherty,1,2,0,0,c: A Rixon b: C Gorman
8,3rd,CAM vs ESS,CAM,ESS,Vanshjot Sandhu,66,38,4,5,c: A Rixon b: E Winneke
8,3rd,CAM vs ESS,CAM,ESS,Jessraj Badhaan,,1,0,0,b: C Gorman
8,3rd,CAM vs ESS,CAM,ESS,Sean Phillips-Williams,13,12,2,0,c: L Jones b: C Gorman
8,3rd,CAM vs ESS,CAM,ESS,Zachary Beniwal,42,43,5,0,not out
8,3rd,CAM vs ESS,CAM,ESS,Paramvir Singh,0,2,0,0,not out
8,3rd,CAM vs ESS,CAM,ESS,Krishna Chandak,,,,,did not bat
8,3rd,CAM vs ESS,CAM,ESS,Aaron Cornish,,,,,did not bat
8,3rd,CAM vs ESS,CAM,ESS,George Martindale,,,,,did not bat
8,3rd,CAM vs ESS,CAM,ESS,Luay Miraz,,,,,did not bat
8,3rd,CAM vs ESS,CAM,ESS,Agamjot Sandhu,,,,,did not bat
8,3rd,CAM vs ESS,CAM,ESS,Maan Fabian Singh,,,,,did not bat
8,3rd,RIN vs FRA,FRA,RIN,Charlie Moore,37,21,3,3,c: J Hay b: A Singh
8,3rd,RIN vs FRA,FRA,RIN,Prabhav Mishra,78,46,11,3,c: A McIlroy b: T Shahzad
8,3rd,RIN vs FRA,FRA,RIN,Luke Ivanovic,1,3,0,0,lbw: T Nandini
8,3rd,RIN vs FRA,FRA,RIN,Trent Wynne,21,34,3,0,c: J Hay b: T Shahzad
8,3rd,RIN vs FRA,FRA,RIN,Will Banfield,,3,0,0,c: J Hotston b: T Shahzad
8,3rd,RIN vs FRA,FRA,RIN,George Lyons,1,2,0,0,c: N Langham b: A McIlroy
8,3rd,RIN vs FRA,FRA,RIN,Isaac Macklin,9,8,0,1,not out
8,3rd,RIN vs FRA,FRA,RIN,Rohan Ervine,2,3,0,0,c: J Gibbs b: J Hay
8,3rd,RIN vs FRA,FRA,RIN,Jarryd Cameron,,1,0,0,c: A Singh b: J Hay
8,3rd,RIN vs FRA,FRA,RIN,Darcy Noonan,1,1,0,0,not out
8,3rd,RIN vs FRA,FRA,RIN,Xavier Noonan,,,,,did not bat
8,3rd,RIN vs FRA,FRA,RIN,Zachary Seal,,,,,did not bat
8,3rd,RIN vs FRA,RIN,FRA,Zayaan Arbab,16,20,2,0,c: R Ervine b: Z Seal
8,3rd,RIN vs FRA,RIN,FRA,Josh Hotston,15,23,1,0,b: Z Seal
8,3rd,RIN vs FRA,RIN,FRA,Oscar Scott-Waters,43,26,5,2,c: X Noonan b: P Mishra
8,3rd,RIN vs FRA,RIN,FRA,Dylan Gray,19,21,2,1,c: D Noonan b: X Noonan
8,3rd,RIN vs FRA,RIN,FRA,Matthew Stone,11,12,1,0,b: I Macklin
8,3rd,RIN vs FRA,RIN,FRA,Aryandeep Singh,5,3,1,0,c: P Mishra b: J Cameron
8,3rd,RIN vs FRA,RIN,FRA,Aaron McIlroy,1,3,0,0,b: I Macklin
8,3rd,RIN vs FRA,RIN,FRA,Noah Langham,14,8,3,0,not out
8,3rd,RIN vs FRA,RIN,FRA,Jack Hay,5,6,1,0,not out
8,3rd,RIN vs FRA,RIN,FRA,Jared Gibbs,,,,,did not bat
8,3rd,RIN vs FRA,RIN,FRA,Tanush Nandini,,,,,did not bat
8,3rd,RIN vs FRA,RIN,FRA,Talal Shahzad,,,,,did not bat
8,3rd,FOO vs GEE,GEE,FOO,Fayzan Abdul Sathaar,16,14,3,0,c: B Craig b: K Bienefelt
8,3rd,FOO vs GEE,GEE,FOO,Riyan Bhasin,37,43,1,0,c: T Courtney b: L Watson
8,3rd,FOO vs GEE,GEE,FOO,Ryder obrien,,2,0,0,b: K Bienefelt
8,3rd,FOO vs GEE,GEE,FOO,Priyansh Chokshi,40,32,1,1,c: L Watson b: T Neate
8,3rd,FOO vs GEE,GEE,FOO,Traveen Pandithakoralege,9,6,1,0,c: T Neate b: T Cunningham
8,3rd,FOO vs GEE,GEE,FOO,Lachlan Campbell,9,12,0,0,c: C Paull b: T Neate
8,3rd,FOO vs GEE,GEE,FOO,Samuel Wood,1,2,0,0,b: L Watson
8,3rd,FOO vs GEE,GEE,FOO,Tanish Taneja,8,8,1,0,not out
8,3rd,FOO vs GEE,GEE,FOO,Karthikeya Rallapalli,1,2,0,0,c: T Courtney b: T Neate
8,3rd,FOO vs GEE,GEE,FOO,William Pizaro,,,,,did not bat
8,3rd,FOO vs GEE,GEE,FOO,Harshal S Suresh,,,,,did not bat
8,3rd,FOO vs GEE,GEE,FOO,Stewart Wilson,,,,,did not bat
8,3rd,FOO vs GEE,FOO,GEE,Hamish Craig,10,7,2,0,c: S Wood b: K Rallapalli
8,3rd,FOO vs GEE,FOO,GEE,Jacob Chislett,27,34,3,0,run out (S Wood)
8,3rd,FOO vs GEE,FOO,GEE,Brodie Craig,50,44,4,2,not out
8,3rd,FOO vs GEE,FOO,GEE,Liam Biddiscombe,31,16,5,0,b: T Taneja
8,3rd,FOO vs GEE,FOO,GEE,Tom Courtney,2,4,0,0,not out
8,3rd,FOO vs GEE,FOO,GEE,Kyle Bienefelt,,,,,did not bat
8,3rd,FOO vs GEE,FOO,GEE,Toby Cunningham,,,,,did not bat
8,3rd,FOO vs GEE,FOO,GEE,oskar granberg,,,,,did not bat
8,3rd,FOO vs GEE,FOO,GEE,Joshua Mastin,,,,,did not bat
8,3rd,FOO vs GEE,FOO,GEE,Thomas Neate,,,,,did not bat
8,3rd,FOO vs GEE,FOO,GEE,Corey Paull,,,,,did not bat
8,3rd,FOO vs GEE,FOO,GEE,Lachlan Watson,,,,,did not bat
8,3rd,GRE vs PRA,PRA,GRE,Sesath Anuradha,,6,0,0,c: K Scott b: N Munasinghe
8,3rd,GRE vs PRA,PRA,GRE,Ashley Fernando,,3,0,0,c: N Munasinghe b: F Sainsbury
8,3rd,GRE vs PRA,PRA,GRE,Anthony Grobler,40,31,4,2,c: L Pearse b: J Hope-Bell
8,3rd,GRE vs PRA,PRA,GRE,Muhammad Taha Rabbani,1,5,0,0,b: N Munasinghe
8,3rd,GRE vs PRA,PRA,GRE,Arjun Sharma,,2,0,0,b: N Munasinghe
8,3rd,GRE vs PRA,PRA,GRE,Connor Brisbane,,3,0,0,c: K Scott b: N Munasinghe
8,3rd,GRE vs PRA,PRA,GRE,Samuel Clark,11,20,0,0,c: H Braden b: J Hope-Bell
8,3rd,GRE vs PRA,PRA,GRE,Xavier Cooknell,10,11,1,0,lbw: R Ravi
8,3rd,GRE vs PRA,PRA,GRE,Lueder de Podolinsky,13,22,1,0,"run out (L Pearse, K Scott)"
8,3rd,GRE vs PRA,PRA,GRE,Charlie Karaluwinne,10,15,1,0,not out
8,3rd,GRE vs PRA,PRA,GRE,Trent Waring,2,2,0,0,not out
8,3rd,GRE vs PRA,PRA,GRE,Mitch Clark,,,,,did not bat
8,3rd,GRE vs PRA,GRE,PRA,Jesse van Rooyen,4,4,1,0,b: S Clark
8,3rd,GRE vs PRA,GRE,PRA,Jack Hope-Bell,42,36,4,0,not out
8,3rd,GRE vs PRA,GRE,PRA,Kane Scott,21,15,3,1,c: A Grobler b: X Cooknell
8,3rd,GRE vs PRA,GRE,PRA,Rushil Ravi,33,27,4,0,not out
8,3rd,GRE vs PRA,GRE,PRA,Hamish Braden,,,,,did not bat
8,3rd,GRE vs PRA,GRE,PRA,Nicholas Graves,,,,,did not bat
8,3rd,GRE vs PRA,GRE,PRA,Liam McGain,,,,,did not bat
8,3rd,GRE vs PRA,GRE,PRA,Nigel K Munasinghe,,,,,did not bat
8,3rd,GRE vs PRA,GRE,PRA,Luke Pearse,,,,,did not bat
8,3rd,GRE vs PRA,GRE,PRA,Alexander Pillay,,,,,did not bat
8,3rd,GRE vs PRA,GRE,PRA,Fred Sainsbury,,,,,did not bat
8,3rd,GRE vs PRA,GRE,PRA,Sash Yuvaraj,,,,,did not bat
9,3rd,NOR vs KIN,KIN,NOR,Thomas Cuthbert,66,72,9,1,c: R Chapalamadugu b: A Mannarsamy
9,3rd,NOR vs KIN,KIN,NOR,Aryaman Bhardwaj,10,25,2,0,c: M Singh b: K Katta
9,3rd,NOR vs KIN,KIN,NOR,Marcus Stables,15,30,1,0,st: M Vailisseri b: G Kaushik
9,3rd,NOR vs KIN,KIN,NOR,James Shadbolt,9,31,0,0,c: K Katta b: G Kaushik
9,3rd,NOR vs KIN,KIN,NOR,Jimmy Anderson,17,36,1,0,lbw: A Surani
9,3rd,NOR vs KIN,KIN,NOR,Nicholas Pereara,1,4,0,0,lbw: G Kaushik
9,3rd,NOR vs KIN,KIN,NOR,Tremayne Ryder,43,43,2,1,c: B Stow b: A Surani
9,3rd,NOR vs KIN,KIN,NOR,Ryan Siede,24,22,3,0,not out
9,3rd,NOR vs KIN,KIN,NOR,Zac Mills,6,7,1,0,c: J McKenzie b: B Stow
9,3rd,NOR vs KIN,KIN,NOR,Qasim Khan,1,1,0,0,not out
9,3rd,NOR vs KIN,KIN,NOR,Connor Burchall,,,,,did not bat
9,3rd,NOR vs KIN,KIN,NOR,Mandiv Ruwanpathirana,,,,,did not bat
9,3rd,NOR vs KIN,NOR,KIN,Rohith Chapalamadugu,55,80,5,0,c: N Pereara b: Q Khan
9,3rd,NOR vs KIN,NOR,KIN,Manpreet Singh,45,61,4,2,c: C Burchall b: Q Khan
9,3rd,NOR vs KIN,NOR,KIN,Roshan Gunatilake,40,59,2,0,not out
9,3rd,NOR vs KIN,NOR,KIN,Jock McKenzie,9,20,1,0,c: J Anderson b: C Burchall
9,3rd,NOR vs KIN,NOR,KIN,Mohamed Vailisseri,,1,0,0,lbw: C Burchall
9,3rd,NOR vs KIN,NOR,KIN,Kovid Katta,20,35,0,0,b: M Ruwanpathirana
9,3rd,NOR vs KIN,NOR,KIN,Abhishek Jain,12,5,1,1,not out
9,3rd,NOR vs KIN,NOR,KIN,Gurdarshan Kaushik,,,,,did not bat
9,3rd,NOR vs KIN,NOR,KIN,Arunkarthik Mannarsamy,,,,,did not bat
9,3rd,NOR vs KIN,NOR,KIN,Keiran Mant,,,,,did not bat
9,3rd,NOR vs KIN,NOR,KIN,Bradley Stow,,,,,did not bat
9,3rd,NOR vs KIN,NOR,KIN,Arish Surani,,,,,did not bat
9,3rd,FOO vs RIC,RIC,FOO,Riyan Bhasin,18,35,1,0,c: J Conway b: E Kolaritsch
9,3rd,FOO vs RIC,RIC,FOO,Fayzan Abdul Sathaar,97,128,11,1,c: C Dobson b: J Reed
9,3rd,FOO vs RIC,RIC,FOO,Ryder obrien,45,69,3,3,c: L Giblett b: T Purcell
9,3rd,FOO vs RIC,RIC,FOO,Priyansh Chokshi,42,30,1,4,c: J Conway b: J Reed
9,3rd,FOO vs RIC,RIC,FOO,Lachlan Campbell,3,3,0,0,not out
9,3rd,FOO vs RIC,RIC,FOO,Traveen Pandithakoralege,11,5,2,0,not out
9,3rd,FOO vs RIC,RIC,FOO,William Pizaro,,,,,did not bat
9,3rd,FOO vs RIC,RIC,FOO,Harshal S Suresh,,,,,did not bat
9,3rd,FOO vs RIC,RIC,FOO,Liam Sutton,,,,,did not bat
9,3rd,FOO vs RIC,RIC,FOO,Tanish Taneja,,,,,did not bat
9,3rd,FOO vs RIC,RIC,FOO,Stewart Wilson,,,,,did not bat
9,3rd,FOO vs RIC,RIC,FOO,Samuel Wood,,,,,did not bat
9,3rd,FOO vs RIC,FOO,RIC,John Conway,1,7,0,0,c: T Pandithakoralege b: S Wilson
9,3rd,FOO vs RIC,FOO,RIC,Hugh Lynch,48,70,4,3,lbw: T Taneja
9,3rd,FOO vs RIC,FOO,RIC,Lachlan Giblett,9,8,1,0,run out (L Campbell)
9,3rd,FOO vs RIC,FOO,RIC,Joshua Richardson,52,60,6,0,c: S Wilson b: W Pizaro
9,3rd,FOO vs RIC,FOO,RIC,Thomas Purcell,46,39,3,2,c: R obrien b: T Taneja
9,3rd,FOO vs RIC,FOO,RIC,Chris Hall,30,38,0,0,not out
9,3rd,FOO vs RIC,FOO,RIC,Tom Cashman,1,5,0,0,b: T Taneja
9,3rd,FOO vs RIC,FOO,RIC,Caiden Dobson,5,9,0,0,"run out (S Wilson, S Wood)"
9,3rd,FOO vs RIC,FOO,RIC,Ethan Kolaritsch,23,20,1,1,not out
9,3rd,FOO vs RIC,FOO,RIC,Ethan Lovell,,,,,did not bat
9,3rd,FOO vs RIC,FOO,RIC,Jackson Reed,,,,,did not bat
9,3rd,FOO vs RIC,FOO,RIC,Charlie Wigney,,,,,did not bat
9,3rd,RIN vs CAM,CAM,RIN,Charlie Moore,73,69,5,3,c: J Di Stefano b: S Pawar
9,3rd,RIN vs CAM,CAM,RIN,Rohan Ervine,13,21,1,0,b: A Procopiou
9,3rd,RIN vs CAM,CAM,RIN,Luke Ivanovic,20,19,2,0,c: b: S Pawar
9,3rd,RIN vs CAM,CAM,RIN,Trent Wynne,24,73,0,0,b: R Rehal
9,3rd,RIN vs CAM,CAM,RIN,Will Banfield,44,53,4,0,b: T Vanderslik
9,3rd,RIN vs CAM,CAM,RIN,George Lyons,42,26,1,4,st: J Jarrett b: A Rixon
9,3rd,RIN vs CAM,CAM,RIN,Isaac Macklin,,1,0,0,run out (S Pawar)
9,3rd,RIN vs CAM,CAM,RIN,Jack Martin,1,4,0,0,st: J Jarrett b: A Rixon
9,3rd,RIN vs CAM,CAM,RIN,Jarryd Cameron,14,6,0,2,c: L Smith b: T Vanderslik
9,3rd,RIN vs CAM,CAM,RIN,Darcy Noonan,1,2,0,0,not out
9,3rd,RIN vs CAM,CAM,RIN,Xavier Noonan,,,,,did not bat
9,3rd,RIN vs CAM,CAM,RIN,Zachary Seal,,,,,did not bat
9,3rd,RIN vs CAM,RIN,CAM,Lucas Smith,5,24,0,0,b: J Cameron
9,3rd,RIN vs CAM,RIN,CAM,Jack Di Stefano,78,94,6,2,run out (Z Seal)
9,3rd,RIN vs CAM,RIN,CAM,James Jarrett,10,29,0,0,b: I Macklin
9,3rd,RIN vs CAM,RIN,CAM,Finlay McGrotty,16,21,0,1,run out (D Noonan)
9,3rd,RIN vs CAM,RIN,CAM,Yuvin De Silva,6,11,0,0,run out (G Lyons)
9,3rd,RIN vs CAM,RIN,CAM,Andrew Procopiou,15,17,2,0,c: X Noonan b: J Cameron
9,3rd,RIN vs CAM,RIN,CAM,Ed Winneke,22,19,2,0,c: C Moore b: I Macklin
9,3rd,RIN vs CAM,RIN,CAM,Anthony Stubbs,17,11,0,2,b: I Macklin
9,3rd,RIN vs CAM,RIN,CAM,Thomas Vanderslik,18,30,0,0,b: J Martin
9,3rd,RIN vs CAM,RIN,CAM,Simarjit Pawar,4,7,0,0,c: X Noonan b: D Noonan
9,3rd,RIN vs CAM,RIN,CAM,Adam Rixon,3,3,0,0,not out
9,3rd,MEL vs FIT,FIT,MEL,Connor Hastings,38,72,2,0,b: L Green
9,3rd,MEL vs FIT,FIT,MEL,Lucien Bienvenu,,4,0,0,lbw: A Forbes
9,3rd,MEL vs FIT,FIT,MEL,Andrew Young,,6,0,0,c: B Donnellan b: R Surendran
9,3rd,MEL vs FIT,FIT,MEL,Leo Hatzoglou,4,17,0,0,c: M Bradley b: L Rees
9,3rd,MEL vs FIT,FIT,MEL,Hugo Bienvenu,35,43,2,1,c: B Donnellan b: E Waghorn
9,3rd,MEL vs FIT,FIT,MEL,Matthew Gome,18,22,2,0,c&b: L Green
9,3rd,MEL vs FIT,FIT,MEL,Will Waters,12,34,0,0,b: L Rees
9,3rd,MEL vs FIT,FIT,MEL,Harshit Takkar,20,22,2,0,run out (J Maaskant)
9,3rd,MEL vs FIT,FIT,MEL,Brodie O'Donnell,1,4,0,0,run out (L Rees)
9,3rd,MEL vs FIT,FIT,MEL,Hunter Kremer-Slevin,7,13,1,0,not out
9,3rd,MEL vs FIT,FIT,MEL,Alex Ingpen,19,16,2,0,run out (B Donnellan)
9,3rd,MEL vs FIT,FIT,MEL,Jacob Stevenson,,,,,did not bat
9,3rd,MEL vs FIT,MEL,FIT,Billy Rayner,20,36,3,0,c: C Hastings b: B O'Donnell
9,3rd,MEL vs FIT,MEL,FIT,Angus Roach,51,91,3,1,c&b: W Waters
9,3rd,MEL vs FIT,MEL,FIT,Armaan Datta,11,24,0,0,st: M Gome b: W Waters
9,3rd,MEL vs FIT,MEL,FIT,Max Bradley,58,61,6,2,not out
9,3rd,MEL vs FIT,MEL,FIT,Benjamin Donnellan,21,29,0,0,not out
9,3rd,MEL vs FIT,MEL,FIT,Addison Forbes,,,,,did not bat
9,3rd,MEL vs FIT,MEL,FIT,Lachlan Green,,,,,did not bat
9,3rd,MEL vs FIT,MEL,FIT,Lucas Hales,,,,,did not bat
9,3rd,MEL vs FIT,MEL,FIT,Joel Maaskant,,,,,did not bat
9,3rd,MEL vs FIT,MEL,FIT,Lachlan Rees,,,,,did not bat
9,3rd,MEL vs FIT,MEL,FIT,Rahul Surendran,,,,,did not bat
9,3rd,MEL vs FIT,MEL,FIT,Edison Waghorn,,,,,did not bat
9,3rd,CAR vs ESS,ESS,CAR,Izan Shaikh,60,43,7,3,c: P Singh b: A Cornish
9,3rd,CAR vs ESS,ESS,CAR,Nicanor Martel,,8,0,0,c: G Martindale b: A Sandhu
9,3rd,CAR vs ESS,ESS,CAR,Jack Atkinson,20,22,3,0,c&b: H doherty
9,3rd,CAR vs ESS,ESS,CAR,James Pettitt,1,11,0,0,b: H doherty
9,3rd,CAR vs ESS,ESS,CAR,Harry Simpson,1,9,0,0,c: A Sandhu b: A Cornish
9,3rd,CAR vs ESS,ESS,CAR,Garry Bhour,4,17,0,0,c: J Badhaan b: H doherty
9,3rd,CAR vs ESS,ESS,CAR,Rory Edwards,59,78,7,2,c: A Sandhu b: G Martindale
9,3rd,CAR vs ESS,ESS,CAR,Vincent Bush,6,23,0,0,c: M Singh b: N Guida
9,3rd,CAR vs ESS,ESS,CAR,Kanhai Patel,24,44,0,0,not out
9,3rd,CAR vs ESS,ESS,CAR,Jujhar Singh Tamber,4,11,0,0,c: S Phillips-Williams b: P Singh
